Category,BG,Subcategory,Group,狀態,銷售單號,月份,開單日期,預交日期,預交年份,預交月份,交期變更,客戶名稱,負責業務,交貨方式,產品分類,品名,幣別,數量,單價,匯率,本國幣別NTD,客戶料號,客戶希交日,Term
WIP2,WIP,,Bourns,01已出,AON18A0004,10,2018-10-05,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-2R2ML,USD,54000.0,0.02,30.61,33058.8,SRP2512-2R2M,2019-01-02,FCA
MLVS,PC,,WE,01已出,SON18C0062,12,2018-12-05,2019-01-02,2019,January,,WUHK,沈思明,BEST飛斯特,MLVS0603 AM成品,MLVS0603AM04301,EUR,16000.0,0.01066,35.07,5981.54,825 360 40,2019-01-04,FCA
MLVS,PC,,Bourns,01已出,AON18A0011,10,2018-10-11,2019-01-02,2019,January,,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L20,USD,36000.0,0.005,30.775,5539.5,CG0603MLA-26KE,2019-01-02,FCA
WIP2,WIP,,Bourns,01已出,AON18A0011,10,2018-10-11,2019-01-02,2019,January,,Bourns,沈思明,EXPRESS,WIP2016 P-1 Series,WIP201610P-1R0ML,USD,18000.0,0.028,30.775,15510.6,SRP2010-1R0M,2019-01-02,FCA
MIP2,EMC,,Bourns,01已出,AON18A0025,10,2018-10-19,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,MIP2520 series成品,MIP25202R2MBE,USD,15000.0,0.015,30.775,6924.38,CVH252009-2R2M,2019-01-02,FCA
WIP2,WIP,,Bourns,01已出,AON18A0025,10,2018-10-19,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2016 P-1 Series,WIP201610P-1R0ML,USD,9000.0,0.028,30.775,7755.3,SRP2010-1R0M,2019-01-02,FCA
WIP2,WIP,,Bourns,01已出,AON18A0032,10,2018-10-25,2019-01-02,2019,January,,Bourns,沈思明,EXPRESS,WIP2016 P-1 Series,WIP201610P-1R0ML,USD,6000.0,0.028,30.87,5186.16,SRP2010-1R0M,2019-01-02,FCA
WIP2,WIP,,Bourns,01已出,AON18A0032,10,2018-10-25,2019-01-02,2019,January,,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-2R2ML,USD,45000.0,0.038,30.87,52787.7,SRP2512A-2R2M,2019-01-02,FCA
MIP2,EMC,,Bourns,01已出,AON18B0001,11,2018-11-01,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,MIP2520 series成品,MIP25202R2MBE,USD,201000.0,0.015,30.935,93269.03,CVH252009-2R2M,2019-01-02,FCA
WIP2,WIP,,Bourns,01已出,AON18B0001,11,2018-11-01,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-1R0ML,USD,60000.0,0.02,30.935,37122.0,SRP2512-1R0M,2019-01-09,FCA
MLVS,PC,,Bourns,01已出,AON18B0010,11,2018-11-08,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603LE08,USD,92000.0,0.005,30.935,14230.1,CG0603MLE-18E,2019-01-02,FCA
MIP2,EMC,,Bourns,01已出,AON18B0012,11,2018-11-08,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,MIP2520 series成品,MIP25202R2MBE,USD,36000.0,0.015,30.935,16704.9,CVH252009-2R2M,2019-01-02,FCA
MLVS,PC,,Bourns,01已出,AON18B0043,11,2018-11-30,2019-01-02,2019,January,2019-03-05,Bourns,沈思明,EXPRESS,MLVS0201成品,MLVS0201V05330,USD,15000.0,0.0065,30.79,3002.03,CG0201MLA-5.5MH,2019-01-02,FCA
MLVS,PC,,Bourns,01已出,AON18B0043,11,2018-11-30,2019-01-02,2019,January,2019-03-05,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L14,USD,36000.0,0.0045,30.79,4987.98,CG0603MLA-18KE,2019-01-02,FCA
MLVS,PC,,Bourns,01已出,AON18B0043,11,2018-11-30,2019-01-02,2019,January,2019-03-05,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L20,USD,48000.0,0.005,30.79,7389.6,CG0603MLA-26KE,2019-01-02,FCA
EGA0,PC,,Bourns,01已出,AON18B0043,11,2018-11-30,2019-01-02,2019,January,2019-03-05,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V05B0,USD,50000.0,0.0138,30.79,21245.1,CG0603MLC-05E,2019-01-02,FCA
MLVS,PC,,Bourns,01已出,AON18B0043,11,2018-11-30,2019-01-02,2019,January,2019-03-05,Bourns,沈思明,EXPRESS,MLVS0603 AM成品,MLVS0603AM25900,USD,4000.0,0.015,30.79,1847.4,CGA0603MLA-31900E,2019-01-02,FCA
MIP2,EMC,,Bourns,01已出,AON18C0004,12,2018-12-05,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,MIP2520 series成品,MIP25202R2MBE,USD,567000.0,0.015,30.845,262336.73,CVH252009-2R2M,2019-01-02,FCA
WIP2,WIP,,Bourns,01已出,AON18C0004,12,2018-12-05,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-R47ML,USD,3000.0,0.038,30.845,3516.33,SRP2512A-R47M,2019-01-02,FCA
EGA0,PC,,Bourns,01已出,AON18C0006,12,2018-12-10,2019-01-02,2019,January,,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V05B0,USD,100000.0,0.0138,30.845,42566.1,CG0603MLC-05E,2019-01-02,FCA
EGA0,PC,,WE,01已出,SON18B0111,11,2018-11-07,2019-01-02,2019,January,2018-12-18,WUHK,沈思明,BEST飛斯特,EGA0402AH成品,EGA10402V05AH,EUR,100000.0,0.02553,35.12,89661.36,823 070 500 29,2019-01-02,FCA
MLVS,PC,,WE,01已出,SON18B0111,11,2018-11-07,2019-01-02,2019,January,2018-12-18,WUHK,沈思明,BEST飛斯特,MLVS0603 AM成品,MLVS0603AM04301,EUR,32000.0,0.01066,35.12,11980.13,825 360 40,2019-01-02,FCA
MLVS,PC,,WE,01已出,SON18B0111,11,2018-11-07,2019-01-02,2019,January,2018-12-18,WUHK,沈思明,BEST飛斯特,MLVS1206 AM成品,MLVS1206AM30501,EUR,4000.0,0.04377,35.12,6148.81,825 413 00,2019-01-02,FCA
MLVS,PC,,WE,01已出,SON18B0111,11,2018-11-07,2019-01-02,2019,January,2018-12-18,WUHK,沈思明,BEST飛斯特,MLVS1206 AM成品,MLVS1206AM40181,EUR,12000.0,0.04377,35.12,18446.43,825 314 00,2019-01-02,FCA
MLVS,PC,,WE,01已出,SON18B0320,11,2018-11-21,2019-01-02,2019,January,,WUHK,沈思明,BEST飛斯特,MLVS1206 AM成品,MLVS1206AM30501,EUR,32000.0,0.04377,34.77,48700.25,825 413 00,2019-01-14,FCA
EGA0,PC,,Bourns,01已出,AON1880062,8,2018-08-27,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V12B0,USD,500000.0,0.0138,30.8,212520.0,CG0603MLC-12E,2019-01-02,FCA
EGA0,PC,,Bourns,01已出,AON1880062,8,2018-08-27,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V05B0,USD,250000.0,0.0138,30.8,106260.0,CG0603MLC-05E,2019-01-02,FCA
EGA0,PC,,Bourns,01已出,AON1890031,9,2018-09-12,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V12B0,USD,1000000.0,0.0138,30.745,424281.0,CG0603MLC-12E,2019-01-02,FCA
EGA0,PC,,Bourns,01已出,AON1890031,9,2018-09-12,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V12B0,USD,1000000.0,0.0138,30.745,424281.0,CG0603MLC-12E,2019-01-04,FCA
WIP2,WIP,,Bourns,01已出,AON18A0004,10,2018-10-05,2019-01-02,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2016 P-1 Series,WIP201610P-1R0ML,USD,33000.0,0.028,30.61,28283.64,SRP2010-1R0M,2019-01-02,FCA
MLVS,PC,,WE,01已出,SON18C0062,12,2018-12-05,2019-01-02,2019,January,,WUHK,沈思明,BEST飛斯特,MLVS1206 AM成品,MLVS1206AM11461,EUR,36000.0,0.04377,35.07,55260.5,825 411 10,2019-01-04,FCA
MLVS,PC,,WE,01已出,SON18C0062,12,2018-12-05,2019-01-02,2019,January,,WUHK,沈思明,BEST飛斯特,MLVS0603 AM成品,MLVS0603AM04301,EUR,20000.0,0.01066,35.07,7476.92,825 360 40,2019-01-04,FCA
MLVS,PC,,WE,01已出,SON18C0062,12,2018-12-05,2019-01-02,2019,January,,WUHK,沈思明,BEST飛斯特,MLVS1206 AM成品,MLVS1206AM40181,EUR,24000.0,0.04377,35.07,36840.33,825 314 00,2019-01-04,FCA
MLVS,PC,,Bourns,01已出,AON18A0011,10,2018-10-11,2019-01-02,2019,January,,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L14,USD,160000.0,0.0045,30.775,22158.0,CG0603MLA-18KE,2019-01-02,FCA
MLVS,PC,,WE,01已出,SON18A0448,10,2018-10-29,2019-01-03,2019,January,2019-03-05,WUTJ,沈思明,FEDEX-Eco,MLVS1206 AM成品,MLVS1206AM40181,EUR,4000.0,0.04377,35.57,6227.6,825 314 00,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON18A0371,10,2018-10-23,2019-01-03,2019,January,2019-03-22,WUR,沈思明,FEDEX,MLVS0603 AM成品,MLVS0603AM30350,EUR,200000.0,0.00761,35.57,54137.54,825 563 00,2019-01-03,FCA
SGX0,PC,,Eaton,01已出,SON18A0485,10,2018-10-30,2019-01-03,2019,January,2018-12-24,EATON,沈思明,AIR-FWRD,SGX0603成品,SurgX0603ESDA2,USD,340000.0,0.01123,30.87,117867.83,0603ESDA2-TR2,2019-01-03,FCA
WIP2,WIP,,Eaton,01已出,SON18B0158,11,2018-11-09,2019-01-03,2019,January,,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPE252012S-1R0ML,USD,30000.0,0.03713,30.935,34458.5,MPI2512V1-1R0-R,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON18B0215,11,2018-11-14,2019-01-03,2019,January,2019-04-29,WUR,沈思明,FEDEX,MLVS0805 AM成品,MLVS0805AM20221,EUR,20000.0,0.02637,34.81,18358.79,825 502 00,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON18B0319,11,2018-11-21,2019-01-03,2019,January,2019-03-05,WUTJ,沈思明,FEDEX-Eco,MLVS0603 AM成品,MLVS0603AM07241,EUR,16000.0,0.01066,34.77,5930.37,825 360 70,2019-01-03,FCA
EGA0,PC,,LF,01已出,SON18C0106,12,2018-12-07,2019-01-03,2019,January,,LF(TE),沈思明,AIR-FWRD,EGA0603成品,EGA10603V12A0,USD,50000.0,0.01158,30.845,17859.26,RF1256-000,2019-01-24,FCA
EGA0,PC,,LF,01已出,SON18C0144,12,2018-12-11,2019-01-03,2019,January,,LF(TE),沈思明,AIR-FWRD,EGA0603成品,EGA10603V12A0,USD,2830000.0,0.01158,30.75,1007720.55,RF1256-000,2019-01-31,FCA
MLVS,PC,,WE,01已出,SON18C0363,12,2018-12-24,2019-01-03,2019,January,,WUTJ,沈思明,FEDEX-Eco,MLVS0603 AM成品,MLVS0603AM11500,EUR,4000.0,0.01066,34.83,1485.15,825 361 10,2019-01-03,FCA
MLVS,PC,,Eaton,01已出,SON18C0388,12,2018-12-26,2019-01-03,2019,January,2019-03-05,EATON,沈思明,AIR-FWRD,MLVS0603 L Free Ser,MLVS0603L20,USD,4000.0,0.01164,30.805,1434.28,MLVA06V26C100-R,2019-01-02,FCA
TVS ,PC,,Eaton,01已出,SON18C0389,12,2018-12-26,2019-01-03,2019,January,2019-03-05,EATON,沈思明,AIR-FWRD,TVS 0402,TVL 0402 01 AB1,USD,100000.0,0.0292,30.805,89950.6,TVSA04V05C006,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON1910019,1,2019-01-02,2019-01-03,2019,January,,WUTJ,沈思明,FEDEX-Eco,MLVS0603 AM成品,MLVS0603AM14101,EUR,4000.0,0.01066,34.92,1488.99,825 361 40,2019-01-03,FCA
MCI1,EMC,,華新科技,01已出,ZON18B0143,11,2018-11-20,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ12NJHBP,USD,80000.0,0.00095,30.9,2348.4,WL100505G12NJGT03,2018-12-14,LOC2
MCI1,EMC,,華新科技,01已出,ZON18B0143,11,2018-11-20,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ33NJHBP,USD,150000.0,0.0016,30.9,7416.0,WLCM1005Z0J33NTB,2018-12-10,LOC2
MCI1,EMC,,華新科技,01已出,ZON18B0143,11,2018-11-20,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ56NJHBP,USD,10000.0,0.0016,30.9,494.4,WL100505G56NJGT02,2018-12-14,LOC2
MCI1,EMC,,華新科技,01已出,ZON18B0143,11,2018-11-20,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ56NJHBP,USD,40000.0,0.0016,30.9,1977.6,WLCM1005Z0J56NTB,2018-12-10,LOC2
MCI1,EMC,,華新科技,01已出,ZON18B0143,11,2018-11-20,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ18NJHBP,USD,180000.0,0.00095,30.9,5283.9,WLCM1005Z0J18NTB,2018-12-10,LOC2
MCI1,EMC,,華新科技,01已出,ZON18B0143,11,2018-11-20,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ47NJHBP,USD,150000.0,0.0016,30.9,7416.0,WLCM1005Z0J47NTB,2018-12-10,LOC2
MCI1,EMC,,華新科技,01已出,ZON18C0030,12,2018-12-06,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ47NJHBP,USD,20000.0,0.0016,30.8,985.6,WL100505G47NJGT02,2018-12-24,LOC2
MCI1,EMC,,華新科技,01已出,ZON18C0030,12,2018-12-06,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ56NJHBP,USD,10000.0,0.0016,30.8,492.8,WL100505G56NJGT02,2018-12-24,LOC2
MCI1,EMC,,華新科技,01已出,ZON18C0030,12,2018-12-06,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ33NJHBP,USD,40000.0,0.0016,30.8,1971.2,WLCM1005Z0J33NTB,2018-12-19,LOC2
MCI0,EMC,,華新科技,01已出,ZON18C0080,12,2018-12-13,2019-01-03,2019,January,2018-12-19,華新科技,許凱智,EXPRESS,MCI0603 series成品,MCI0603HQ1N2SHBP,USD,15000.0,0.00075,30.865,347.23,WL060303G1N2SGT03,2019-01-05,LOC2
MCI1,EMC,,華新科技,01已出,ZON18C0080,12,2018-12-13,2019-01-03,2019,January,2018-12-19,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ1N2SHBP,USD,60000.0,0.00095,30.865,1759.31,WL100505G1N2SGT03,2019-01-05,LOC2
MCI1,EMC,,華新科技,01已出,ZON18C0080,12,2018-12-13,2019-01-03,2019,January,2018-12-19,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ10NJHBP,USD,410000.0,0.00095,30.865,12021.92,WLCM1005Z0J10NTB,2019-01-02,LOC2
MCI1,EMC,,華新科技,01已出,ZON18C0148,12,2018-12-22,2019-01-03,2019,January,2019-01-11,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ4N7SHBP,USD,20000.0,0.00095,30.795,585.11,WLCM1005Z0S4N7TB,2019-01-10,LOC2
MCI1,EMC,,華新科技,01已出,ZON18C0164,12,2018-12-26,2019-01-03,2019,January,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N0SHBP,USD,30000.0,0.00095,30.8,877.8,WLCM1005Z0S3N0TB,2019-01-15,LOC2
MGB1,EMC,,華新科技,01已出,ZON18C0170,12,2018-12-26,2019-01-03,2019,January,2019-01-02,華新科技,許凱智,EXPRESS,MGB1005-G series成,MGB1005G102YBP,USD,10000.0,0.004,30.8,1232.0,WLBD1005G1U102TH,2019-01-16,LOC2
MLVS,PC,,WE,01已出,SON1870153,7,2018-07-09,2019-01-03,2019,January,2019-06-03,WUTJ,沈思明,FEDEX-Eco,MLVS0805 AM成品,MLVS0805AM25251,EUR,16000.0,0.02637,35.19,14847.36,825 502 50,2019-01-03,FCA
MLVG,PC,,Eaton,01已出,SON1880202,8,2018-08-13,2019-01-03,2019,January,2018-12-27,EATON,沈思明,AIR-FWRD,MLVG0402 series成品,MLVG04020R5IV18BP,USD,100000.0,0.01143,30.65,35032.95,MLVB04V18C0R5,2019-01-03,FCA
WIP2,WIP,,Eaton,01已出,SON1890024,9,2018-09-03,2019-01-03,2019,January,2018-12-18,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,420000.0,0.0395,30.725,509727.75,28462846,2019-01-03,FCA
WIP2,WIP,,Eaton,01已出,SON1890024,9,2018-09-03,2019-01-03,2019,January,2018-12-18,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,480000.0,0.0395,30.725,582546.0,28571511,2019-01-03,FCA
EGA0,PC,,WE,01已出,SON1890026,9,2018-09-03,2019-01-03,2019,January,2019-03-22,WUR,沈思明,FEDEX,EGA0603成品,EGA10603V05B0,EUR,300000.0,0.02735,35.38,290292.9,823 060 500 29,2019-01-10,FCA
MLVS,PC,,WE,01已出,SON1890026,9,2018-09-03,2019-01-03,2019,January,2019-03-22,WUR,沈思明,FEDEX,MLVS0805 AM成品,MLVS0805AM25251,EUR,200000.0,0.01819,35.38,128712.44,825 502 50,2019-01-03,FCA
MLVG,PC,,Eaton,01已出,SON1890158,9,2018-09-10,2019-01-03,2019,January,2018-12-27,EATON,沈思明,AIR-FWRD,MLVG0402 series成品,MLVG04020R5IV18BP,USD,100000.0,0.01143,30.725,35118.68,MLVB04V18C0R5,2019-01-03,FCA
SGX1,PC,,Eaton,01已出,SON1890206,9,2018-09-13,2019-01-03,2019,January,2018-12-27,EATON,沈思明,AIR-FWRD,SGX1206-4成品,SurgX Array (ESD41),USD,100000.0,0.0538,30.745,165408.1,41206ESDA-TR1,2019-01-03,FCA
WIP2,WIP,,Eaton,01已出,SON1890206,9,2018-09-13,2019-01-03,2019,January,2018-12-27,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,60000.0,0.0395,30.745,72865.65,28462846,2019-01-03,FCA
WIP2,WIP,,Eaton,01已出,SON1890206,9,2018-09-13,2019-01-03,2019,January,2018-12-27,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,300000.0,0.0395,30.745,364328.25,28571511,2019-01-03,FCA
SGX1,PC,,Eaton,01已出,SON1890267,9,2018-09-17,2019-01-03,2019,January,2018-12-18,EATON,沈思明,AIR-FWRD,SGX1206-4成品,SurgX Array (ESD41),USD,100000.0,0.0538,30.745,165408.1,41206ESDA-TR1,2019-01-03,FCA
WIP2,WIP,,Eaton,01已出,SON1890267,9,2018-09-17,2019-01-03,2019,January,2018-12-18,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,270000.0,0.0395,30.745,327895.43,28462846,2019-01-03,FCA
EGA0,PC,,WE,01已出,SON1890284,9,2018-09-18,2019-01-03,2019,January,2018-12-18,WUR,沈思明,FEDEX,EGA0603成品,EGA10603V12B0,EUR,100000.0,0.02735,35.4,96819.0,823 061 200 29,2019-01-03,FCA
EGA0,PC,,WE,01已出,SON1890286,9,2018-09-18,2019-01-03,2019,January,2019-03-05,WUTJ,沈思明,FEDEX-Eco,EGA0603成品,EGA10603V05B0,EUR,40000.0,0.02735,35.4,38727.6,823 060 500 29,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON1890286,9,2018-09-18,2019-01-03,2019,January,2019-03-05,WUTJ,沈思明,FEDEX-Eco,MLVS0603 AM成品,MLVS0603AM04301,EUR,56000.0,0.01066,35.4,21132.38,825 360 40,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON1890286,9,2018-09-18,2019-01-03,2019,January,2019-03-05,WUTJ,沈思明,FEDEX-Eco,MLVS0805 AM成品,MLVS0805AM35171,EUR,4000.0,0.02637,35.4,3733.99,825 503 50,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON18A0053,10,2018-10-04,2019-01-03,2019,January,2018-12-18,WUR,沈思明,FEDEX,MLVS1206 AM成品,MLVS1206AM40181,EUR,100000.0,0.04167,35.89,149553.63,825 314 00,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON18A0053,10,2018-10-04,2019-01-03,2019,January,2018-12-18,WUR,沈思明,FEDEX,MLVS1206 AM成品,MLVS1206AM35201,EUR,40000.0,0.04377,35.89,62836.21,825 413 50,2019-01-03,FCA
WIP2,WIP,,Eaton,01已出,SON18A0207,10,2018-10-15,2019-01-03,2019,January,2018-12-18,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,60000.0,0.0395,30.775,72936.75,28462846,2019-01-03,FCA
SGX0,PC,,Eaton,01已出,SON18A0208,10,2018-10-15,2019-01-03,2019,January,2018-12-19,EATON,沈思明,AIR-FWRD,SGX0603成品,SurgX0603ESDA2,USD,520000.0,0.01123,30.775,179713.69,0603ESDA2-TR2,2019-01-03,FCA
SGX0,PC,,Eaton,01已出,SON18A0245,10,2018-10-16,2019-01-03,2019,January,2018-12-18,EATON,沈思明,AIR-FWRD,SGX0603成品,SurgX0603ESDA2,USD,500000.0,0.01123,30.775,172801.63,0603ESDA2-TR2,2019-01-03,FCA
EGA0,PC,,WE,01已出,SON18A0371,10,2018-10-23,2019-01-03,2019,January,2019-03-22,WUR,沈思明,FEDEX,EGA0603成品,EGA10603V05B0,EUR,100000.0,0.02735,35.57,97283.95,823 060 500 29,2019-01-03,FCA
EGA0,PC,,WE,01已出,SON18A0371,10,2018-10-23,2019-01-03,2019,January,2019-03-22,WUR,沈思明,FEDEX,EGA0402AH成品,EGA10402V05AH,EUR,100000.0,0.02553,35.57,90810.21,823 070 500 29,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON18A0371,10,2018-10-23,2019-01-03,2019,January,2019-03-22,WUR,沈思明,FEDEX,MLVS0603 AM成品,MLVS0603AM04301,EUR,100000.0,0.00761,35.57,27068.77,825 360 40,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON18A0371,10,2018-10-23,2019-01-03,2019,January,2019-03-22,WUR,沈思明,FEDEX,MLVS0402 AM成品,MLVS0402AM04241,EUR,100000.0,0.00531,35.57,18887.67,825 370 40,2019-01-03,FCA
MLVS,PC,,WE,01已出,SON18A0371,10,2018-10-23,2019-01-03,2019,January,2019-03-22,WUR,沈思明,FEDEX,MLVS0603 AM成品,MLVS0603AM20800,EUR,60000.0,0.01066,35.57,22750.57,825 562 00,2019-01-03,FCA
SGX0,PC,,Eaton,01已出,SON18A0485,10,2018-10-30,2019-01-03,2019,January,2018-12-24,EATON,沈思明,AIR-FWRD,SGX0603成品,SurgX0603ESDA2,USD,250000.0,0.01123,30.87,86667.53,0603ESDA2-TR2,2019-01-03,FCA
MLVG,PC,,LF,01已出,SON18B0350,11,2018-11-22,2019-01-08,2019,January,2018-12-18,LITTEL,沈思明,FEDEX-Eco,MLVG0402 series成品,MLVG04023R0LV42BP,USD,540000.0,0.0032,30.79,53205.12,V0402MHS03NR,2019-01-15,FCA
MLVG,PC,,LF,01已出,SON18B0350,11,2018-11-22,2019-01-08,2019,January,2018-12-18,LITTEL,沈思明,FEDEX-Eco,MLVG0402 series成品,MLVG0402120LV18BP,USD,400000.0,0.0032,30.79,39411.2,V0402MHS12NR,2019-01-15,FCA
MLVG,PC,,LF,01已出,SON18B0350,11,2018-11-22,2019-01-08,2019,January,2018-12-18,LITTEL,沈思明,FEDEX-Eco,MLVG0603 series成品,MLVG06033R0LV42BP,USD,40000.0,0.0075,30.79,9237.0,V0603MHS03NR,2019-01-15,FCA
WIP2,WIP,,信昌,01已出,SON18C0381,12,2018-12-26,2019-01-08,2019,January,,信昌,許凱智,EXPRESS,WIP2016 P-1 Series,WIP201610P-1R0ML,USD,60000.0,0.013,30.8,24024.0,MCS20FC1R0MPMP,2019-01-08,LOC2
MLVG,PC,,LF,01已出,SON18C0107,12,2018-12-07,2019-01-08,2019,January,,LITTEL,沈思明,FEDEX-Eco,MLVG0402 series成品,MLVG04023R0LV42BP,USD,160000.0,0.0032,30.845,15792.64,V0402MHS03NR,2019-01-22,FCA
MLVG,PC,,LF,01已出,SON18C0145,12,2018-12-11,2019-01-08,2019,January,,LITTEL,沈思明,FEDEX-Eco,MLVG0402 series成品,MLVG04023R0LV42BP,USD,220000.0,0.0032,30.75,21648.0,V0402MHS03NR,2019-01-29,FCA
MLA0,PC,,LF,01已出,SON18C0145,12,2018-12-11,2019-01-08,2019,January,,LITTEL,沈思明,FEDEX-Eco,MLA0402series成品,MLA0402V18,USD,110000.0,0.0032,30.75,10824.0,V18MLA0402NR,2019-01-29,FCA
MLVG,PC,,LF,01已出,SON18B0421,11,2018-11-28,2019-01-08,2019,January,2018-12-18,LITTEL,沈思明,FEDEX-Eco,MLVG0603 series成品,MLVG0603120LV18BP,USD,2896000.0,0.0075,30.79,668758.8,V0603MHS12NR,2019-01-08,FCA
MCB1,EMC,,Laird,01已出,WON18C0030,12,2018-12-11,2019-01-10,2019,January,,STEWARD,沈思明,UPS,MCB1005-B series成,MCB1005B601EBP,USD,600000.0,0.00095,30.75,17527.5,HZ0402A601R-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252010P-1R5ML,USD,3000.0,0.02,30.75,1845.0,MGV2520101R5M-10,2019-01-10,FCA
MCI0,EMC,,華新科技,01已出,ZON18C0170,12,2018-12-26,2019-01-10,2019,January,2019-01-02,華新科技,許凱智,EXPRESS,MCI0603 series成品,MCI0603TG2N0CHBP,USD,15000.0,0.0008,30.8,369.6,WLCM0603TGC2N0TB,2019-01-16,LOC2
MCI0,EMC,,華新科技,01已出,ZON18C0170,12,2018-12-26,2019-01-10,2019,January,2019-01-02,華新科技,許凱智,EXPRESS,MCI0603 series成品,MCI0603TG2N4CHBP,USD,15000.0,0.0008,30.8,369.6,WLCM0603TGC2N4TB,2019-01-16,LOC2
MCI0,EMC,,華新科技,01已出,ZON18C0170,12,2018-12-26,2019-01-10,2019,January,2019-01-02,華新科技,許凱智,EXPRESS,MCI0603 series成品,MCI0603TG2N7CHBP,USD,15000.0,0.0008,30.8,369.6,WLCM0603TGC2N7TB,2019-01-16,LOC2
MCI1,EMC,,華新科技,01已出,ZON18C0170,12,2018-12-26,2019-01-10,2019,January,2019-01-02,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ82NJHBP,USD,20000.0,0.0023,30.8,1416.8,WL100505G82NJGT02,2019-01-21,LOC2
