Category,BG,Subcategory,Group,狀態,銷售單號,月份,開單日期,預交日期,預交年份,預交月份,交期變更,客戶名稱,負責業務,交貨方式,產品分類,品名,幣別,數量,單價,匯率,本國幣別NTD,客戶料號,客戶希交日,Term
MLVS,PC,,華新科技,09已出,SON2070226,7,2020-07-13,2020-09-18,2020,September,2020-08-05,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,400000.0,0.048,1.0,19200.0,VH0402M050CGT5R0,2020-07-31,LOC2
MLVS,PC,,華新科技,09已出,SON2070226,7,2020-07-13,2020-09-18,2020,September,2020-08-05,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,10000.0,0.048,1.0,480.0,VH0402M050CGT5R0,2020-07-31,LOC2
MLVS,PC,,華新科技,09已出,SON2070276,7,2020-07-15,2020-09-18,2020,September,2020-08-05,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,200000.0,0.048,1.0,9600.0,VH0402M050CGT5R0,2020-08-05,LOC2
MLVS,PC,,華新科技,09已出,SON2070276,7,2020-07-15,2020-09-18,2020,September,2020-08-05,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,2040000.0,0.048,1.0,97920.0,VH0402M050CGT5R0,2020-08-05,LOC2
MLVS,PC,,華新科技,09已出,SON2070410,7,2020-07-22,2020-09-18,2020,September,2020-08-05,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,140000.0,0.048,1.0,6720.0,VH0402M050CGT5R0,2020-08-12,LOC2
MLVS,PC,,華新科技,09已出,SON2070410,7,2020-07-22,2020-09-18,2020,September,2020-08-05,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,300000.0,0.048,1.0,14400.0,VH0402M050CGT5R0,2020-08-12,LOC2
MLVS,PC,,華新科技,09已出,SON2070565,7,2020-07-30,2020-09-18,2020,September,2020-09-18,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,10000.0,0.048,1.0,480.0,VH0402M050CGT5R0,2020-08-18,LOC2
MLVS,PC,,華新科技,09已出,SON2070565,7,2020-07-30,2020-09-18,2020,September,2020-09-18,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,200000.0,0.048,1.0,9600.0,VH0402M050CGT5R0,2020-08-18,LOC2
MLVS,PC,,華新科技,09已出,SON2070565,7,2020-07-30,2020-09-18,2020,September,2020-09-18,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,10000.0,0.048,1.0,480.0,VH0402M050CGT5R0,2020-08-18,LOC2
MLVS,PC,,華新科技,09已出,SON2070565,7,2020-07-30,2020-09-18,2020,September,2020-09-18,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,NTD,1570000.0,0.048,1.0,75360.0,VH0402M050CGT5R0,2020-08-18,LOC2
NIP5,EMC,,TELTONIKA,09已出,WON2020151,2,2020-02-24,2020-09-18,2020,September,2020-09-15,TELTONIK,許凱智,DHL,NIP5040 6028 GX,NIP5040GX-6R8M,USD,102000.0,0.045,29.95,137470.5,NIP5040GX-6R8M,2020-09-18,EXW
NIP4,EMC,,TELTONIKA,09已出,WON2030022,3,2020-03-03,2020-09-18,2020,September,2020-09-15,TELTONIK,許凱智,DHL,NIP4030 GX,NIP5020GX-150M,USD,25000.0,0.045,30.29,34076.25,NIP5020GX-150M,2020-09-18,EXW
MIP2,EMC,,TELTONIKA,09已出,WON2040054,4,2020-04-17,2020-09-18,2020,September,2020-09-07,TELTONIK,許凱智,DHL,MIP2012 series成品,MIP20121R0MBE,USD,231000.0,0.01,30.21,69785.1,MIP20121R0MBE,2020-09-21,EXW
MCB1,EMC,,TELTONIKA,09已出,WON2070274,7,2020-07-30,2020-09-18,2020,September,,TELTONIK,許凱智,DHL,MCB1608-S series成,MCB1608S152HBP,USD,48000.0,0.002,29.5,2832.0,MCB1608S152HBP,2020-09-18,EXW
MHC3,EMC,,TELTONIKA,09已出,WON2070274,7,2020-07-30,2020-09-18,2020,September,,TELTONIK,許凱智,DHL,MHC3216-S series成,MHC3216S800RBE,USD,3000.0,0.0055,29.5,486.75,MHC3216S800RBE,2020-09-18,EXW
MCB1,EMC,,TELTONIKA,09已出,WON2080022,8,2020-08-05,2020-09-18,2020,September,,TELTONIK,許凱智,DHL,MCB1005-S series成,MCB1005S102FBP,USD,50000.0,0.00125,29.47,1841.88,MCB1005S102FBP,2020-09-21,EXW
MCB1,EMC,,TELTONIKA,09已出,WON2080125,8,2020-08-18,2020-09-18,2020,September,2020-10-07,TELTONIK,許凱智,DHL,MCB1005-S series成,MCB1005S102FBP,USD,10000.0,0.00125,29.44,368.0,MCB1005S102FBP,2020-09-21,EXW
HCM1,EMC,,華新科技,09已出,AON2090105,9,2020-09-08,2020-09-18,2020,September,2020-09-17,華科高雄,許凱智,EXPRESS,HCM1012-G series成,HCM1012GD900A05P,NTD,28000.0,0.4,1.0,11200.0,RFHCM1012GD900A05T,2020-09-29,LOC2
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2016 P-1 Series,WIP201610P-1R0ML,USD,15000.0,0.02,29.57,8871.0,MGV2016101R0M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070033,7,2020-07-02,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 S-1 Series,WIP252012S-R47ML,USD,15000.0,0.025,29.57,11088.75,MGV252012SR47M-10,2020-07-22,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2016 P-1 Series,WIP201610P-2R2ML,USD,15000.0,0.02,29.57,8871.0,MGV2016102R2M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2016 P-1 Series,WIP201610P-R47ML,USD,15000.0,0.02,29.57,8871.0,MGV201610R47M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2016 S-1 Series,WIP201610S-1R0ML,USD,15000.0,0.025,29.57,11088.75,MGV201610S1R0M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2016 S-1 Series,WIP201610S-R47ML,USD,15000.0,0.025,29.57,11088.75,MGV201610SR47M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252010P-1R0ML,USD,15000.0,0.02,29.57,8871.0,MGV2520101R0M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252010P-1R5ML,USD,15000.0,0.02,29.57,8871.0,MGV2520101R5M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252010P-2R2ML,USD,15000.0,0.02,29.57,8871.0,MGV2520102R2M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252010P-4R7ML,USD,15000.0,0.02,29.57,8871.0,MGV2520104R7M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P Series成,WIP252010P-R22ML,USD,15000.0,0.02,29.57,8871.0,MGV252010R22M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252010P-R33ML,USD,15000.0,0.02,29.57,8871.0,MGV252010R33M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252010P-R47ML,USD,15000.0,0.02,29.57,8871.0,MGV252010R47M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252010P-R68ML,USD,15000.0,0.02,29.57,8871.0,MGV252010R68M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 S-1 Series,WIP252010S-1R0ML,USD,15000.0,0.025,29.57,11088.75,MGV252010S1R0M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 S-1 Series,WIP252010S-2R2ML,USD,15000.0,0.025,29.57,11088.75,MGV252010S2R2M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 S-1 Series,WIP252010S-R33ML,USD,15000.0,0.025,29.57,11088.75,MGV252010SR33M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 S-1 Series,WIP252010S-R47ML,USD,15000.0,0.025,29.57,11088.75,MGV252010SR47M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252012P-1R5ML,USD,15000.0,0.02,29.57,8871.0,MGV2520121R5M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252012P-4R7ML,USD,15000.0,0.02,29.57,8871.0,MGV2520124R7M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252012P-R47ML,USD,15000.0,0.02,29.57,8871.0,MGV252012R47M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 P-1 Series,WIP252012P-R68ML,USD,15000.0,0.02,29.57,8871.0,MGV252012R68M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 S-1 Series,WIP252012S-1R0ML,USD,15000.0,0.025,29.57,11088.75,MGV252012S1R0M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2520 S-1 Series,WIP252012S-2R2ML,USD,15000.0,0.025,29.57,11088.75,MGV252012S2R2M-10,2020-07-14,FCA
WIP2,WIP,,Laird,09已出,SON2070017,7,2020-07-01,2020-09-21,2020,September,,LairdUSA,沈思明,UPS-Exped.,WIP2016 P-1 Series,WIP201610P-1R5ML,USD,15000.0,0.02,29.57,8871.0,MGV2016101R5M-10,2020-07-14,FCA
Litt,PC,,LF,09已出,AON2080033,8,2020-08-05,2020-09-22,2020,September,2020-09-24,LF(TE),沈思明,FEDEX,Littelfuse代工成品,zepto0201-PSR-29326,USD,2010000.0,0.01251,29.47,741026.1,RF4874-000,2020-09-22,DAP
Litt,PC,,LF,09已出,AON2080033,8,2020-08-05,2020-09-22,2020,September,2020-09-24,LF(TE),沈思明,FEDEX,Littelfuse代工成品,zepto0201-PSR-29326,USD,2085000.0,0.01251,29.47,768676.32,RF4874-000,2020-09-22,DAP
MLA0,PC,,LF,09已出,SON2080330,8,2020-08-19,2020-09-22,2020,September,2020-10-12,LITTEL,沈思明,FEDEX,MLA0402series成品,MLA0402V9,USD,60000.0,0.0032,29.44,5652.48,V9MLA0402NR,2020-10-21,FCA
MLA0,PC,,LF,09已出,SON2080330,8,2020-08-19,2020-09-22,2020,September,2020-10-12,LITTEL,沈思明,FEDEX,MLA0402series成品,MLA0402V18E,USD,200000.0,0.0032,29.44,18841.6,V18MLE0402NR,2020-10-21,FCA
MLA0,PC,,LF,09已出,SON2080330,8,2020-08-19,2020-09-22,2020,September,2020-10-12,LITTEL,沈思明,FEDEX,MLA0603series成品,MLA0603V5.5L,USD,60000.0,0.0075,29.44,13248.0,V5.5MLA0603LNR,2020-10-21,FCA
MLVG,PC,,LF,09已出,SON2080330,8,2020-08-19,2020-09-22,2020,September,2020-10-12,LITTEL,沈思明,FEDEX,MLVG0603 series成品,MLVG0603220LV09BP,USD,4000.0,0.0075,29.44,883.2,V0603MHS22NR,2020-10-21,FCA
MHC3,EMC,,信昌,09已出,AON2070004,7,2020-07-01,2020-09-23,2020,September,2020-09-01,信昌,許凱智,EXPRESS,MHC3216-S series成,MHC3216S601PBE,NTD,51000.0,0.162,1.0,8262.0,WP321611J601QHP30,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,SON2080251,8,2020-08-14,2020-09-23,2020,September,2020-09-16,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,6000.0,0.29,1.0,1740.0,MCS25GDR68MPMP,2020-09-23,LOC2
MHC3,EMC,,信昌,09已出,AON2070263,7,2020-07-29,2020-09-23,2020,September,2020-10-22,信昌,許凱智,EXPRESS,MHC3216-S series成,MHC3216S601PBE,NTD,54000.0,0.162,1.0,8748.0,WP321611J601QHP30,2020-09-23,LOC2
MHC3,EMC,,信昌,09已出,AON2070263,7,2020-07-29,2020-09-23,2020,September,2020-10-22,信昌,許凱智,EXPRESS,MHC3216-S series成,MHC3216S601PBE,NTD,51000.0,0.162,1.0,8262.0,WP321611J601QHP30,2020-09-23,LOC2
MHC3,EMC,,信昌,09已出,AON2070263,7,2020-07-29,2020-09-23,2020,September,2020-10-22,信昌,許凱智,EXPRESS,MHC3216-S series成,MHC3216S601PBE,NTD,201000.0,0.162,1.0,32562.0,WP321611J601QHP30,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,AON2080029,8,2020-08-05,2020-09-23,2020,September,2020-09-16,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,21000.0,0.351,1.0,7371.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,AON2080029,8,2020-08-05,2020-09-23,2020,September,2020-09-16,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,21000.0,0.351,1.0,7371.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,SON2080251,8,2020-08-14,2020-09-23,2020,September,2020-09-16,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,3000.0,0.29,1.0,870.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,SON2080251,8,2020-08-14,2020-09-23,2020,September,2020-09-16,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,6000.0,0.29,1.0,1740.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,AON2080029,8,2020-08-05,2020-09-23,2020,September,2020-09-16,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,3000.0,0.351,1.0,1053.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,AON2080029,8,2020-08-05,2020-09-23,2020,September,2020-09-16,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,6000.0,0.351,1.0,2106.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,AON2080029,8,2020-08-05,2020-09-23,2020,September,2020-09-16,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,6000.0,0.351,1.0,2106.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,AON2080114,8,2020-08-17,2020-09-23,2020,September,2020-09-16,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,3000.0,0.29,1.0,870.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,AON2080213,8,2020-08-25,2020-09-23,2020,September,2020-09-25,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,3000.0,0.29,1.0,870.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,AON2080213,8,2020-08-25,2020-09-23,2020,September,2020-09-25,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,NTD,9000.0,0.29,1.0,2610.0,MCS25GDR68MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,SON2060497,6,2020-06-30,2020-09-23,2020,September,2020-09-25,信昌,許凱智,EXPRESS,WIP2016 P-1 Series,WIP201610P-1R0ML,NTD,120000.0,0.351,1.0,42120.0,MCS20FC1R0MPMP,2020-09-23,LOC2
WIP2,WIP,,信昌,09已出,SON2060497,6,2020-06-30,2020-09-23,2020,September,2020-09-25,信昌,許凱智,EXPRESS,WIP2016 P-1 Series,WIP201610P-2R2ML,NTD,120000.0,0.29,1.0,34800.0,MCS20FC2R2MPMP,2020-09-23,LOC2
MHC3,EMC,,信昌,09已出,AON2070263,7,2020-07-29,2020-09-23,2020,September,2020-10-22,信昌,許凱智,EXPRESS,MHC3216-S series成,MHC3216S601PBE,NTD,3000.0,0.162,1.0,486.0,WP321611J601QHP30,2020-09-23,LOC2
MCI1,EMC,,華新科技,09已出,AON2090129,9,2020-09-09,2020-09-24,2020,September,2020-10-19,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ8N2JHBP,NTD,10000.0,0.029,1.0,290.0,WL100505G8N2JGT03,2020-09-30,LOC2
MCI1,EMC,,華新科技,09已出,AON2090129,9,2020-09-09,2020-09-24,2020,September,2020-10-19,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ12NJHBP,NTD,130000.0,0.029,1.0,3770.0,WL100505G12NJGT03,2020-09-30,LOC2
MCB1,EMC,,Laird,09已出,WON2090027,9,2020-09-04,2020-09-24,2020,September,,Laird,沈思明,BY TRUCK,MCB1005-B series成,MCB1005B102EBP,USD,150000.0,0.0008,29.43,3531.6,HZ0402B102R-10,2020-10-01,FCA
MHC1,EMC,,Laird,09已出,WON2090027,9,2020-09-04,2020-09-24,2020,September,,Laird,沈思明,BY TRUCK,MHC1005-G series成,MHC1005G121MBP,USD,150000.0,0.0009,29.43,3973.05,MI0402K121R-10,2020-09-24,FCA
MCB1,EMC,,Laird,09已出,WON2090028,9,2020-09-04,2020-09-24,2020,September,,Laird,沈思明,BY TRUCK,MCB1608-S series成,MCB1608S601FBPC6,USD,120000.0,0.00113,29.43,3990.71,HZ0603C601R-10,2020-10-08,FCA
MHC1,EMC,,Laird,09已出,WON2090104,9,2020-09-11,2020-09-24,2020,September,2020-10-19,Laird,沈思明,BY TRUCK,MHC1608-P series成,MHC1608P260Z06BP6A0,USD,2520000.0,0.00164,29.445,121690.3,HI0603T260R-10,2020-09-17,FCA
MHC1,EMC,,華新科技,09已出,AON2070200,7,2020-07-22,2020-09-24,2020,September,2020-10-07,華新科技,許凱智,EXPRESS,MHC1608-S series成,MHC1608S121PBP,NTD,428000.0,0.04,1.0,17120.0,WLBD1608HCU121TB,2020-08-05,LOC2
MCI0,EMC,,華新科技,09已出,AON2080158,8,2020-08-19,2020-09-24,2020,September,2020-09-25,華新科技,許凱智,EXPRESS,MCI0603 series成品,MCI0603TG6N2HHBP,NTD,15000.0,0.043,1.0,645.0,WLCM0603TGH6N2TB,2020-09-08,LOC2
MCI1,EMC,,華新科技,09已出,AON2080231,8,2020-08-26,2020-09-24,2020,September,2020-09-25,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ2N0CHBP,NTD,20000.0,0.034,1.0,680.0,WLCM1005Z0C2N0TB,2020-09-16,LOC2
MCI1,EMC,,華新科技,09已出,AON2080231,8,2020-08-26,2020-09-24,2020,September,2020-09-25,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ1N2SHBP,NTD,10000.0,0.029,1.0,290.0,WLCM1005Z0S1N2TB,2020-09-16,LOC2
MCI1,EMC,,華新科技,09已出,AON2080231,8,2020-08-26,2020-09-24,2020,September,2020-09-25,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N3SHBP,NTD,10000.0,0.029,1.0,290.0,WLCM1005Z0S3N3TB,2020-09-16,LOC2
MCI0,EMC,,華新科技,09已出,AON2080231,8,2020-08-26,2020-09-24,2020,September,2020-09-25,華新科技,許凱智,EXPRESS,MCI0603 series成品,MCI0603HQ2N0SHBP,NTD,30000.0,0.023,1.0,690.0,WLCM0603Z0S2N0TB,2020-09-16,LOC2
MCI0,EMC,,華新科技,09已出,AON2080231,8,2020-08-26,2020-09-24,2020,September,2020-09-25,華新科技,許凱智,EXPRESS,MCI0603 series成品,MCI0603HQ2N0SHBP,NTD,45000.0,0.023,1.0,1035.0,WLCM0603Z0S2N0TB,2020-09-16,LOC2
MCI1,EMC,,華新科技,09已出,AON2080231,8,2020-08-26,2020-09-24,2020,September,2020-09-25,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ1N5SHBP,NTD,10000.0,0.029,1.0,290.0,WLCM1005Z0S1N5TB,2020-09-16,LOC2
MCB1,EMC,,華新科技,09已出,AON2090007,9,2020-09-01,2020-09-24,2020,September,2020-10-26,華新科技,許凱智,EXPRESS,MCB1608-S series成,MCB1608S121IBP,NTD,40000.0,0.037,1.0,1480.0,WLBD1608K2U121TP,2020-09-05,LOC2
MCB1,EMC,,華新科技,09已出,AON2090007,9,2020-09-01,2020-09-24,2020,September,2020-10-26,華新科技,許凱智,EXPRESS,MCB1608-S series成,MCB1608S121IBP,NTD,40000.0,0.037,1.0,1480.0,WLBD1608K1U121TB,2020-09-05,LOC2
MCI1,EMC,,華新科技,09已出,AON2090007,9,2020-09-01,2020-09-24,2020,September,2020-10-26,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ1N2SHBP,NTD,10000.0,0.029,1.0,290.0,WLCM1005Z0S1N2TB,2020-08-31,LOC2
MCI1,EMC,,華新科技,09已出,AON2090007,9,2020-09-01,2020-09-24,2020,September,2020-10-26,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N3SHBP,NTD,10000.0,0.029,1.0,290.0,WLCM1005Z0S3N3TB,2020-08-31,LOC2
MHC2,EMC,,華新科技,09已出,AON2090007,9,2020-09-01,2020-09-24,2020,September,2020-10-26,華新科技,許凱智,EXPRESS,MHC2012-S series成,MHC2012S301NBP,NTD,72000.0,0.067,1.0,4824.0,WLBD2012HCU301TB,2020-09-11,LOC2
MCI1,EMC,,華新科技,09已出,AON2090007,9,2020-09-01,2020-09-24,2020,September,2020-10-26,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ4N7SHBP,NTD,10000.0,0.029,1.0,290.0,WLCM1005Z0S4N7TB,2020-10-09,LOC2
MCI1,EMC,,華新科技,09已出,AON2090007,9,2020-09-01,2020-09-24,2020,September,2020-10-26,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ22NJHBP,NTD,10000.0,0.029,1.0,290.0,WLCM1005Z0J22NTB,2020-10-09,LOC2
MIP2,EMC,,華新科技,09已出,AON2090007,9,2020-09-01,2020-09-24,2020,September,2020-10-26,華新科技,許凱智,EXPRESS,MIP2016-P series成,MIP2016P1R0MBE,NTD,51000.0,0.33,1.0,16830.0,WLFM201609M1R0PP,2020-10-09,LOC2
MIP2,EMC,,華新科技,09已出,AON2090007,9,2020-09-01,2020-09-24,2020,September,2020-10-26,華新科技,許凱智,EXPRESS,MIP2016-P series成,MIP2016P1R0MBE,NTD,63000.0,0.33,1.0,20790.0,WLFM201609M1R0PP,2020-11-06,LOC2
MCI1,EMC,,華新科技,09已出,AON2090036,9,2020-09-03,2020-09-24,2020,September,2020-09-25,華新科技,許凱智,EXPRESS,MCI1608 series成品,MCI1608HQ1N8SHBP,NTD,4000.0,0.07,1.0,280.0,WLCM1608Z2S1N8TB,2020-09-24,LOC2
MCI0,EMC,,華新科技,09已出,AON2090082,9,2020-09-07,2020-09-24,2020,September,2020-09-25,華新科技,許凱智,EXPRESS,MCI0603 series成品,MCI0603TG0N6BHBP,NTD,15000.0,0.024,1.0,360.0,WLCM0603TGB0N6TB,2020-09-28,LOC2
MHC1,EMC,,Laird,09已出,WON2090104,9,2020-09-11,2020-09-24,2020,September,2020-10-19,Laird,沈思明,BY TRUCK,MHC1005-G series成,MHC1005G121MBP,USD,300000.0,0.0009,29.445,7950.15,MI0402K121R-10,2020-09-24,FCA
MCB2,EMC,,Laird,09已出,WON2070076,7,2020-07-08,2020-09-24,2020,September,2020-08-18,Laird,沈思明,BY TRUCK,MCB2012-S series成,MCB2012S121KBPC6,USD,400000.0,0.00157,29.57,18569.96,LI0805H121R-10,2020-09-10,FCA
MHC2,EMC,,Laird,09已出,WON2070099,7,2020-07-10,2020-09-24,2020,September,2020-09-17,Laird,沈思明,BY TRUCK,MHC2012-S series成,MHC2012S600QBTC6,USD,2460000.0,0.00143,29.57,104021.35,HI0805N600R-13,2020-09-24,FCA
MHC2,EMC,,Laird,09已出,WON2070099,7,2020-07-10,2020-09-24,2020,September,2020-09-17,Laird,沈思明,BY TRUCK,MHC2012-S series成,MHC2012S600QBTC6,USD,1308000.0,0.00143,29.57,55308.91,HI0805N600R-13,2020-09-24,FCA
MHC2,EMC,,Laird,09已出,WON2070099,7,2020-07-10,2020-09-24,2020,September,2020-09-17,Laird,沈思明,BY TRUCK,MHC2012-S series成,MHC2012S600QBTC6,USD,1728000.0,0.00143,29.57,73068.65,HI0805N600R-13,2020-09-03,FCA
MCB2,EMC,,Laird,09已出,WON2070113,7,2020-07-13,2020-09-24,2020,September,2020-09-17,Laird,沈思明,BY TRUCK,MCB2012-S series成,MCB2012S121KBPC6,USD,800000.0,0.00157,29.52,37077.12,LI0805H121R-10,2020-08-27,FCA
MHC2,EMC,,Laird,09已出,WON2070113,7,2020-07-13,2020-09-24,2020,September,2020-09-17,Laird,沈思明,BY TRUCK,MHC2012-S series成,MHC2012S600QBTC6,USD,492000.0,0.00143,29.52,20769.09,HI0805N600R-13,2020-09-24,FCA
MHC1,EMC,,Laird,09已出,WON2070125,7,2020-07-14,2020-09-24,2020,September,,Laird,沈思明,BY TRUCK,MHC1608-P series成,MHC1608P221ZBP2A2C6,USD,300000.0,0.00137,29.52,12132.72,MI0603L221R-11,2020-08-27,FCA
